time_sec,rad_vel
7450000,15.709988689415548
7475000,22.789461411210844
7500000,14.791741732042532
7525000,4.531922745920532
7550000,14.497034103781614
7575000,30.971797200434068
7600000,20.780477734698934
7625000,38.0628646511339
7650000,42.972232194613845
7675000,57.33154338928869
7700000,82.12678515512468
7725000,94.99770122846161
7750000,111.04108369661768
7775000,82.13110325362156
7800000,109.85459608482752
7825000,123.5445423211678
7850000,112.95010675444654
7875000,107.67887172368681
7900000,104.24248237878649
7925000,84.92268819391306
7950000,77.5045650357382
7975000,76.80711441462577
8000000,39.89407238994389
8025000,38.28814374033314
8050000,4.739831741863558
8075000,1.4049342133511793
8100000,19.520621585278548
8125000,-2.5680322994411258
8150000,-4.977328945573466
8175000,-13.923692906134768
8200000,-28.7773065159258
8225000,-15.73255591633784
8250000,1.1945667514869296
8275000,5.861932193946584
8300000,-7.887930115509878
8325000,1.6764743751072904
8350000,-2.9201834359082413
8375000,4.07075674777097
8400000,-6.935760943569883
8425000,-26.613429495085093
8450000,-34.836366527615155
8475000,-25.998654005755114
8500000,-54.39136643866407
8525000,-43.164757807879184
8550000,-93.25596308125617
8575000,-92.15261540174667
8600000,-121.58449091293402
8625000,-105.77145542936424
8650000,-85.31814966249604
8675000,-105.38001740413074
8700000,-104.50349643668166
8725000,-118.30829782017884
8750000,-101.62656414735044
8775000,-95.25198323676135
8800000,-68.78072619129591
8825000,-56.4563751704964
8850000,-49.51607665804914
8875000,-29.945838605212284
8900000,-27.687927559599014
8925000,-15.024235206826143
8950000,3.3823120759556438
8975000,11.37598290066927
9000000,0.8204646468163399
9025000,6.727069099459363
9050000,-1.824030108577436
9075000,-11.529095971111888
9100000,-0.46115649977769735
9125000,-8.132820419607095
9150000,-13.977943166532771
9175000,-8.988851174682459
9200000,1.8403337566545748
9225000,-1.9479492063472494
9250000,14.481824105606353
9275000,7.726367366790382
9300000,41.033635762464925
9325000,55.05672211137473
9350000,44.389959905760506
9375000,58.944954937813144
9400000,74.34227326530133
9425000,94.66837318296824
9450000,83.31289083075976
9475000,99.97622644922336
9500000,103.30011718803242
9525000,90.19193531536763
9550000,101.98336533002364
9575000,126.72198699614232
9600000,88.20743691739835
9625000,61.31893804346578
9650000,59.51856769322134
9675000,40.53146658093304
9700000,25.314058276230657
9725000,32.6391977979433
9750000,18.8310730325616
9775000,15.533254133305652
9800000,11.552893084942442
9825000,4.376854091659042
9850000,28.270811008871842
9875000,24.04449515174698
9900000,29.811167791453954
9925000,18.31324904365135
9950000,22.240440482529348
9975000,16.848246828855203
10000000,15.936842404070108
10025000,18.910751087632445
10050000,9.519356098284455
10075000,17.239317638232976
10100000,19.359170984653034
10125000,-21.72709863622291
10150000,-36.27212368276358
10175000,-46.24085070907376
10200000,-51.82980694571341
10225000,-78.82969779007941
10250000,-80.58560187798382
10275000,-88.88888648628752
10300000,-116.80039436641117
10325000,-122.8697985645725
10350000,-101.92274124424705
10375000,-90.08573962642333
10400000,-99.0422397409564
10425000,-66.94609593749948
10450000,-82.40790100221545
10475000,-72.64135587885956
10500000,-68.56055497664985
10525000,-35.32662831975941
10550000,-43.274275061817626
10575000,-37.981747777641715
10600000,-6.541774295894966
10625000,-7.5671203283461175
10650000,-13.17751755499798
10675000,-4.918861598412182
10700000,-4.858356438592686
10725000,-21.076671404010963
10750000,-17.543690357102015
10775000,-33.59711977656707
10800000,-23.328839923584162
10825000,-24.070124160951668
10850000,-15.6288200924524
10875000,-46.29514392367828
10900000,-16.561257496668066
10925000,-6.226534807343706
10950000,22.5630542163206
10975000,14.277943357240067
11000000,31.85891436418821
11025000,46.9970874379082
11050000,53.23315495426223
11075000,89.56692742003719
11100000,85.38965453225897
11125000,88.69971921407335
11150000,110.11234767127824
11175000,112.50464204108586
11200000,109.14080805424734
11225000,81.31521314938574
11250000,82.1431809878768
11275000,93.19255416799936
11300000,78.84089225413751
11325000,62.83869507462445
11350000,40.91392270200283
11375000,40.6204079090263
11400000,43.12860070187173
11425000,18.578596930737028
11450000,15.18524111923148
11475000,18.504605393059492
11500000,9.656004731338884
11525000,22.44665093558197
11550000,26.040814352143933
11575000,34.66997802770672
11600000,30.88812824323069
11625000,36.0514355165052
11650000,45.57442120361321
11675000,33.96988429606905
11700000,13.65689201900156
11725000,13.461637090363238
11750000,17.254807600675285
11775000,15.086522950401061
11800000,-14.78904819882285
11825000,-18.155388552584306
11850000,-28.130895847270743
11875000,-48.75011107426376
11900000,-75.58485471614526
11925000,-94.36826970137675
11950000,-81.54228137568373
11975000,-106.9942624491975
12000000,-104.10623911914197
12025000,-90.853414705526
12050000,-100.00851603559919
12075000,-80.37027983186394
12100000,-88.32134231540942
12125000,-63.61119405011922
12150000,-58.16904046241852
12175000,-38.218969306957405
12200000,-36.210855441433814
12225000,-29.9762563656958
12250000,-45.59051695738388
12275000,-42.22072495113475
12300000,-38.5312803592721
12325000,-41.21125835407474
12350000,-40.39907328303508
12375000,-32.82266488144546
12400000,-33.84888720595062
12425000,-45.34468489338861
12450000,-50.56612842701898
12475000,-45.79779584577589
12500000,-52.209421466525406
12525000,-53.523308761006284
12550000,-36.24528727242409
12575000,-50.4797756263187
12600000,-22.666385409223487
12625000,1.9606032830822566
12650000,-11.960734321141029
12675000,26.481241940394337
12700000,46.12785761179139
12725000,54.442242055351926
12750000,71.40701890926077
12775000,93.88616977522037
12800000,97.02600754226745
12825000,85.51963549594362
12850000,77.93223063798692
12875000,88.59543207716439
12900000,87.49356695537966
12925000,93.30066776797406
12950000,75.91667721524466
12975000,68.31145164732533
13000000,41.60545100691864
13025000,39.83143733296775
13050000,40.38904114298532
13075000,39.42590129423211
13100000,40.52789404407983
13125000,45.55085221626766
13150000,30.03310895626626
13175000,38.29659254280916
13200000,61.932673951954165
13225000,49.750967446415224
13250000,57.69123992964675
13275000,58.53546790798126
13300000,65.91669360168939
13325000,62.60126874332718
13350000,71.24712982435283
13375000,52.24463212292134
13400000,32.46194760379443
13425000,19.39565357699877
13450000,21.08961338579447
13475000,5.554998378445783
13500000,-34.475931550171474
13525000,-33.97680373898147
13550000,-47.93493953412312
13575000,-54.96802529047797
13600000,-61.02133959732801
13625000,-81.50568406415402
13650000,-100.66693456308843
13675000,-84.88728764233286
13700000,-97.35623058725695
13725000,-98.1451938629527
13750000,-76.96699954229169
13775000,-62.74755591501184
13800000,-66.66079394694029
13825000,-84.0271769599099
13850000,-41.29079097490445
13875000,-43.63873169417286
13900000,-45.772863592227466
13925000,-29.73078256877941
13950000,-31.188844136985956
13975000,-45.64271819629043
14000000,-56.704091391597245
14025000,-59.77924604617746
14050000,-79.50203624853944
14075000,-65.88358613999424
14100000,-71.44455463252967
14125000,-79.91752943154006
14150000,-64.59406681925854
14175000,-71.96630763076259
14200000,-41.49473955661516
14225000,-42.23277036996288
14250000,-45.46506771548472
14275000,-24.873235260646695
14300000,-2.725546573753906
14325000,15.61848181949562
14350000,34.44796262195814
14375000,45.433084231096416
14400000,44.185088684323844
14425000,63.70236704367889
14450000,76.88072220187468
14475000,80.94901179885946
14500000,74.31288984876988
14525000,66.72645668244172
14550000,78.43229800884178
14575000,72.48043363847225
14600000,83.29413082094098
14625000,83.37036461761295
14650000,48.0528304236904
14675000,57.557708585981445
14700000,18.55182706829744
14725000,39.88532807670478
14750000,39.51603903685426
14775000,55.924345696691304
14800000,54.43188345598788
14825000,54.16394204626111
14850000,55.71251929319992
14875000,61.932330907094666
14900000,54.508177380713065
14925000,74.7459980042104
14950000,54.55968721785414
14975000,70.27787506728076
15000000,85.41030737195723
15025000,72.73804460594444
15050000,70.72438778831865
15075000,56.20449330099878
15100000,37.73805795389327
15125000,10.462299528461061
15150000,21.330032265471313
15175000,-13.110261310523256
15200000,-36.226525992982914
15225000,-29.883834102974333
15250000,-57.316536258909466
15275000,-73.91633605280092
15300000,-84.44402771114655
15325000,-67.14736069174876
15350000,-70.74074200304527
15375000,-57.68362502120999
15400000,-49.099267220073216
15425000,-68.51239285249055
15450000,-42.91018452039485
15475000,-55.710605471295295
15500000,-46.41313347067543
15525000,-22.150159165316733
15550000,-45.8360426997791
15575000,-60.74083228431955
15600000,-55.570128859700105
15625000,-35.03693717323739
15650000,-74.19075219165782
15675000,-62.69752239098359
15700000,-47.11510567655852
15725000,-57.54733162361788
15750000,-81.15589509919747
15775000,-97.27274167384044
15800000,-95.67181731508542
15825000,-94.60297375809091
15850000,-81.3994890816224
15875000,-76.74198842432295
15900000,-59.08484222628559
15925000,-35.31118977994326
15950000,-15.044529962776451
15975000,-15.543396733908812
16000000,-0.9495795702667229
16025000,34.66017142443228
16050000,23.660406150699803
16075000,45.577600409169186
16100000,57.511556860877306
16125000,49.09722769388746
16150000,50.01042570877151
16175000,52.755865079636955
16200000,70.8509036409177
16225000,54.9245201164069
16250000,59.45739773273223
16275000,54.280386029993
16300000,42.748399852380864
16325000,25.21280426197793
16350000,40.801903390415916
16375000,34.28653726100026
16400000,32.9771954053203
16425000,44.131783008490444
16450000,55.61884431049463
16475000,56.31911405183754
16500000,66.72673717984698
16525000,86.3269565262771
16550000,81.48557364226734
16575000,83.56246943930655
16600000,92.3287219999123
16625000,82.57102456919054
16650000,92.30561110800457
16675000,85.69472535662344
16700000,75.78636090317842
16725000,82.1645921434463
16750000,46.40783090421205
16775000,42.9613039603328
16800000,19.848327321449474
16825000,28.98713074250923
16850000,-3.406257768350861
16875000,-19.535217083814516
16900000,-47.76100316964074
16925000,-34.888209795533946
16950000,-40.63126531153356
16975000,-48.07677344105229
17000000,-54.53423611348944
17025000,-62.50769624706384
17050000,-57.40077052856101
17075000,-47.29222013701839
17100000,-28.888320801906787
17125000,-42.693983096513755
17150000,-28.305401635069384
17175000,-13.02097570281203
17200000,-31.213205791618083
17225000,-39.59748882979188
17250000,-54.79071726161968
17275000,-48.658494944297985
17300000,-58.04919082536724
17325000,-55.887325990680516
17350000,-80.44876471894356
17375000,-80.04696502389393
17400000,-69.83299780326277
17425000,-85.63813324903235
17450000,-103.79549893715057
17475000,-102.22313484357718
17500000,-104.4793060072889
17525000,-86.72749638345658
17550000,-84.9437450379789
17575000,-52.15979372630391
17600000,-67.90812357360721
17625000,-38.31120380466274
17650000,-24.643059603387794
17675000,-22.098333193341375
17700000,14.444395103631905
17725000,29.776297028557085
17750000,28.012306824574832
17775000,26.371349852651313
17800000,50.29758613403567
17825000,50.67398426701051
17850000,50.51262258176673
17875000,43.78419114869027
17900000,20.742687485757713
17925000,42.09328252259134
17950000,15.224668409590247
17975000,41.28764969914814
18000000,21.40295126966201
18025000,30.129061882780185
18050000,39.77764632617437
18075000,30.425712506058204
18100000,38.021891035329375
18125000,45.285872965341795
18150000,51.26758005438274
18175000,62.31095815912497
18200000,93.79214345367191
18225000,84.33972959714413
18250000,110.91173772735036
18275000,116.29267983347567
18300000,115.17473525339531
18325000,95.42380115869828
18350000,101.52047960089654
18375000,104.42966480639907
18400000,96.95314612145046
18425000,55.06043552512171
18450000,49.755933030375026
18475000,36.91140611384195
18500000,11.536303358415765
18525000,16.898900079128026
18550000,1.0374902323921802
18575000,-24.522773058139606
18600000,-34.0862932723906
18625000,-22.921048559226836
18650000,-34.8631882580808
18675000,-33.21170605614882
18700000,-36.476694053507096
18725000,-19.845120505479755
18750000,-23.37641725426648
18775000,-28.405185203455105
18800000,-11.12835575575574
18825000,-12.077330379802818
18850000,-15.765517507780267
18875000,-21.36898451432084
18900000,-45.432694230693286
18925000,-35.03959727168291
18950000,-52.63297573231581
18975000,-67.25463640155901
19000000,-60.542705423776816
19025000,-75.90569211959584
19050000,-111.5599558300994
19075000,-89.65956403870484
19100000,-80.07449297449722
19125000,-100.5206868094998
19150000,-73.20274238514547
19175000,-102.88980788709763
19200000,-84.86079388244346
19225000,-69.10416628358016
19250000,-77.85183910811705
19275000,-75.96270833858405
19300000,-33.771526292887856
19325000,-34.98099406107908
19350000,-11.478714256808196
19375000,3.4188764843486354
19400000,6.27305505308852
19425000,24.2172299036343
19450000,20.537420570158513
19475000,20.192354328938208
19500000,27.749406359313284
19525000,24.920783398501715
19550000,19.799160845795427
19575000,12.463363874008564
19600000,-7.493891050963571
19625000,25.346868771086854
19650000,13.971518301291502
19675000,30.73305864272902
19700000,25.460090089168826
19725000,-2.701359151941748
19750000,18.211594293607398
19775000,47.36101687723446
19800000,50.932064497312865
19825000,54.17796506551822
19850000,92.48033264099449
19875000,81.55619337495725
19900000,103.21158723623566
19925000,106.50149709158313
19950000,98.03473928159403
19975000,114.91366563618776
20000000,116.11782371338805
20025000,113.1737798095844
20050000,86.13972048809234
20075000,91.81783132571164
20100000,70.82150068347681
20125000,40.752041125175516
20150000,34.918140029979774
20175000,13.515781131994093
20200000,23.61902400836547
20225000,2.2525135044905054
20250000,-7.856738073530676
20275000,-9.42182533449741
20300000,-12.37503679880088
20325000,-1.9723867650013176
20350000,-16.930870800762182
20375000,-11.279138023340995
20400000,9.943244177831666
20425000,-16.079742847103503
20450000,-16.29354374087004
20475000,2.3196884336576002
20500000,15.910560418014828
20525000,-15.15746183530766
20550000,-10.308386574716579
20575000,-32.66190490986133
20600000,-41.26162323110665
20625000,-43.051366747214146
20650000,-71.11978992704272
20675000,-74.2718910798117
20700000,-81.10299623748284
20725000,-102.49925867216973
20750000,-117.46984768030813
20775000,-93.99630798667422
20800000,-100.77026128740818
20825000,-103.8948624881567
20850000,-110.87259823428916
20875000,-86.77058390365765
20900000,-73.34311480537869
20925000,-80.70977108997333
20950000,-47.68848121361815
20975000,-35.14730083944479
21000000,-27.75203408441289
21025000,-12.34125083171027
21050000,-6.112656944511569
21075000,-5.156151920302636
21100000,-2.6978785979791846
21125000,18.06759875562372
21150000,-1.3010266719674706
21175000,-10.052340167622852
21200000,2.4739552218926066
21225000,-24.63778368308185
21250000,-1.1801323524465666
21275000,-7.637574345020101
21300000,4.28094713919662
21325000,3.049223268734009
21350000,4.892754323776009
21375000,6.889704446042019
21400000,12.94191813552439
21425000,24.40806704980431
21450000,42.21890949634195
21475000,37.47052039422409
21500000,77.96272280245033
21525000,78.53042567042031
21550000,92.66192246281034
21575000,91.34707059341578
21600000,100.6704495204667
21625000,107.65380821906096
21650000,92.86320397762547
21675000,85.87876993029691
21700000,102.60237316524827
21725000,69.38858351969728
21750000,70.3308545687121
21775000,65.2413465869312
21800000,41.886859810848556
21825000,37.28609241965571
21850000,47.58439732312904
21875000,11.682547052233
21900000,11.095469281282927
21925000,16.617668476264626
21950000,16.832251954882604
21975000,8.412720988988653
22000000,-6.699397888452724
22025000,13.307713867853167
22050000,22.90007368432753
22075000,6.481491664858861
22100000,29.836931516237506
22125000,20.76288683822622
22150000,9.251965172736131
22175000,36.55319227797689
22200000,11.762786150271934
22225000,-6.963220097853945
22250000,-18.31068944881407
22275000,-41.05426382782271
22300000,-45.784413262133654
22325000,-46.85340816747502
22350000,-66.01588902854867
22375000,-87.18519945050622
22400000,-70.15437990019375
22425000,-96.58798004756697
22450000,-93.39160801412385
22475000,-122.63276245034722
22500000,-114.28551101051659
22525000,-104.59206258358361
22550000,-78.60701625165129
22575000,-70.30990400217438
22600000,-70.5014155602362
22625000,-55.67092482374425
22650000,-54.03255135574718
22675000,-31.443534734850004
22700000,-30.470379262214284
22725000,-12.867674991779426
22750000,-17.535003967426377
22775000,-22.189200998691746
22800000,-11.380272601865677
22825000,-25.39853800519299
22850000,-24.383208422354222
22875000,-18.668873964479697
22900000,-37.152327818757875
22925000,-48.62401651636863
22950000,-33.3266126328988
22975000,-22.627874701424567
23000000,-22.335312303406585
23025000,-39.51982397170637
23050000,3.5218132412296788
23075000,19.308840487852848
23100000,21.363447273732177
23125000,48.73941475705301
23150000,52.10173138196287
23175000,75.1693192901765
23200000,64.66675651396044
23225000,78.10936290145906
23250000,83.37091981701892
23275000,100.8472159301923
23300000,101.62343562329944
23325000,89.89198502132403
23350000,81.89183599421808
23375000,79.27724304489666
23400000,81.91453736639309
23425000,72.25295134719626
23450000,66.46033462893111
23475000,38.558580366550075
23500000,33.18948335678852
23525000,28.74778304422706
23550000,43.493655971302715
23575000,25.842067453665507
23600000,12.973695597893716
23625000,18.490154386435623
23650000,30.022643584655704
23675000,20.030106158065166
23700000,25.425387705402393
23725000,50.116975167840764
23750000,38.245524902710386
23775000,37.923973778403116
23800000,46.4315270475961
23825000,40.050618990248026
23850000,13.785740396943128
23875000,16.585422572325562
23900000,0.5867566878645807
23925000,-8.82964348848017
23950000,-13.389197784747726
23975000,-31.316949888516035
24000000,-43.644668319399265
24025000,-70.62306367536335
24050000,-87.40934254124875
24075000,-81.42032134352544
24100000,-104.56612781850545
24125000,-86.7786714951467
24150000,-82.42311440902397
24175000,-103.19534911194108
24200000,-92.87456064259965
24225000,-86.60747920699181
24250000,-84.92548324796383
24275000,-53.05131034970396
24300000,-66.22041609855161
24325000,-30.550411467509527
24350000,-30.068884745952094
24375000,-30.637564912426193
24400000,-30.918668262350565
24425000,-45.497308607015
24450000,-23.79801588688411
24475000,-21.07864412030593
24500000,-52.367219204423556
24525000,-52.58850208632381
24550000,-48.84499399244904
24575000,-38.46338988819478
24600000,-58.49818134120252
24625000,-44.71300430172157
24650000,-28.60057214547092
24675000,-48.26916098875702
24700000,-26.427908304551007
24725000,-14.898424831023187
24750000,15.105018333164178
24775000,13.629671469890896
24800000,40.72944220605949
24825000,50.830935827734336
24850000,71.34995052730861
24875000,66.58715682430355
24900000,81.14477879308
24925000,81.84567939780062
24950000,86.35912625466412
24975000,83.60783777099644
25000000,94.42527803260825
25025000,79.34288995216684
25050000,58.414009260546436
25075000,58.76506723776221
25100000,62.44858522372979
25125000,47.9116886720089
25150000,35.62024684714155
25175000,40.57714350119448
25200000,29.409073566141977
25225000,35.93498992738636
25250000,29.26736808000254
25275000,48.767558194494036
25300000,48.53068236190285
25325000,50.932337971797224
25350000,52.84371960545616
25375000,75.24095748977054
25400000,73.49320928748165
25425000,62.565824979798606
25450000,59.928367843734954
25475000,64.32616697910508
25500000,38.474809924660676
25525000,48.56077187803576
25550000,23.9482274021889
25575000,26.16060359950442
25600000,-8.599585769276851
25625000,-25.995440973273414
25650000,-37.77933048904764
25675000,-35.529920624909906
25700000,-71.04994573986356
25725000,-90.53780022537066
25750000,-86.46236468551044
25775000,-97.84942540560675
25800000,-80.95444918037727
25825000,-94.48812452056522
25850000,-88.31843702727747
25875000,-73.75704383583728
25900000,-73.51702113133038
25925000,-60.065611170052655
25950000,-63.92408613173625
25975000,-55.89113024815256
26000000,-26.688256705859256
26025000,-25.251155048586167
26050000,-51.42844105482362
26075000,-32.219664970077766
26100000,-18.30597614889019
26125000,-56.178125064909565
26150000,-67.34960898303898
26175000,-60.8807412132758
26200000,-49.696111489974015
26225000,-68.49109234968097
26250000,-74.40672740769168
26275000,-52.40472133060574
26300000,-73.65699719958717
26325000,-52.96949804460627
26350000,-42.83900708318096
26375000,-41.45987421405732
26400000,-14.407469861679218
26425000,-14.45607407148831
26450000,-11.53629277601733
26475000,12.612104250583831
26500000,58.387307040796124
26525000,69.29672603998694
26550000,60.42531929149677
26575000,75.52315456809801
26600000,70.37282526050733
26625000,75.63890203419281
26650000,63.69308791726509
26675000,63.17489285875372
26700000,62.86541848647213
26725000,51.69728907915136
26750000,43.563425638956105
26775000,57.48947250820779
26800000,55.49546558146149
26825000,58.086721881521434
26850000,55.57736653209786
26875000,49.92290071169719
26900000,58.865377127271294
26925000,52.143745442857686
26950000,48.94676467288975
26975000,52.029017124585295
27000000,55.54988389001025
27025000,68.70352898243723
27050000,83.82167680222287
27075000,99.59892436537301
27100000,88.10611136202866
27125000,74.17522671020365
27150000,67.00679876053445
27175000,59.1488350560993
27200000,46.54841635780388
27225000,41.7617312131165
27250000,10.089781233431907
27275000,14.06879534562027
27300000,-11.47082965311029
27325000,-8.96490299683904
27350000,-34.53843262554926
27375000,-62.850506766099045
27400000,-77.65300231384009
27425000,-74.63988547643177
27450000,-66.40221160231206
27475000,-69.7104890964751
27500000,-71.42383471365197
27525000,-64.48727175077826
27550000,-51.97582788761831
27575000,-44.624483245222166
27600000,-38.16809544789203
27625000,-34.486537403036664
27650000,-30.67050996713188
27675000,-42.4960032644521
27700000,-37.67020538575961
27725000,-52.93356827601028
27750000,-49.505687104287645
27775000,-50.43163247426544
27800000,-48.16422831192942
27825000,-65.06615538255087
27850000,-82.67443448733034
27875000,-74.17963314912649
27900000,-98.09169699854725
27925000,-95.23386772069281
27950000,-107.763711435447
